index;x;y;z
447;0.005426;0.006140;-0.049743
448;0.029672;0.033040;-0.016542
449;0.056750;0.054551;0.021318
450;0.063501;0.055488;0.039229
451;0.048574;0.038824;0.050084
452;0.033156;0.026223;0.055062
453;0.014974;0.017339;0.073124
454;0.003807;0.016318;0.082261
455;-0.008420;0.010424;0.069853
456;-0.013723;0.001516;0.051266
457;-0.025776;-0.018778;0.015595
458;-0.038904;-0.038954;-0.025310
459;-0.054718;-0.056496;-0.074216
460;-0.059702;-0.063658;-0.103360
461;-0.036160;-0.046524;-0.106358
462;-0.004708;-0.016214;-0.074561
463;0.019863;0.028523;-0.022374
464;0.042712;0.049158;0.009877
465;0.051437;0.058865;0.036713
466;0.046296;0.043774;0.040759
467;0.032753;0.023620;0.050606
468;0.013711;0.006919;0.052677
469;-0.019796;-0.013676;0.037631
470;-0.034839;-0.026564;0.025172
471;-0.035104;-0.024725;0.009821
472;-0.021144;-0.011281;0.010616
473;-0.005714;0.010898;0.017610
474;0.001251;0.019324;0.013529
475;0.005857;0.018230;0.000458
476;0.015318;0.015296;-0.004391
477;0.024196;0.007595;-0.003415
478;0.019882;-0.000467;-0.005661
479;-0.005789;-0.015223;-0.016914
480;-0.018356;-0.017501;-0.017190
481;-0.014421;-0.005727;-0.002147
482;-0.005786;0.002564;0.007454
483;0.001250;0.011510;0.015096
484;0.001620;0.019732;0.023961
485;0.017614;0.040491;0.052324
486;0.026485;0.046206;0.065102
487;0.039691;0.042985;0.073862
488;0.041336;0.028212;0.062234
489;0.004554;-0.019831;0.004694
490;-0.024251;-0.053008;-0.043549
491;-0.068130;-0.095676;-0.103799
492;-0.101237;-0.114563;-0.153561
493;-0.096327;-0.082867;-0.142705
494;-0.039014;-0.025081;-0.089501
495;0.007821;0.050445;-0.012227
496;0.044736;0.085616;0.034143
497;0.078587;0.098634;0.075427
498;0.087875;0.079129;0.089180
499;0.069669;0.029829;0.082759
500;0.036864;-0.005527;0.066108
501;-0.017733;-0.036755;0.037874
502;-0.047946;-0.045549;0.018884
503;-0.055703;-0.033601;0.007511
504;-0.043710;-0.018214;0.003829
505;-0.022839;0.018449;0.008694
506;-0.011254;0.030785;0.005220
507;0.002964;0.032353;-0.005288
508;0.018894;0.024283;-0.006523
509;0.032963;0.001388;-0.009417
510;0.034190;-0.015685;-0.013429
511;0.010723;-0.029902;-0.022684
512;-0.007035;-0.026163;-0.022844
513;-0.013165;-0.004179;-0.003941
514;-0.011742;0.009104;0.008844
515;-0.011730;0.022198;0.016012
516;-0.015138;0.024599;0.016215
517;-0.008933;0.019995;0.019569
518;0.004611;0.008507;0.021285
519;0.015490;-0.010357;0.006824
520;0.014723;-0.019298;-0.005225
521;0.003686;-0.019297;-0.009050
522;-0.002258;-0.007338;-0.002427
523;-0.010770;0.011973;0.010288
524;-0.013735;0.018422;0.011198
525;-0.008198;0.017408;0.005913
526;-0.000911;0.011244;0.003581
527;0.007467;0.003344;0.001591
528;0.007219;-0.003596;0.001673
529;0.002780;-0.011955;0.000357
530;0.002294;-0.012416;0.000210
531;-0.002139;-0.005833;0.004039
532;-0.003973;0.001654;0.007774
533;-0.009972;0.009496;0.006728
534;-0.009456;0.012955;0.003691
535;0.002229;0.011251;0.005319
536;0.009723;0.007552;0.005244
537;0.010078;-0.001162;0.001188
538;0.000583;-0.007103;-0.000816
539;-0.005902;-0.007805;0.001001
540;-0.005376;-0.003736;0.004573
541;-0.004756;0.004142;0.007638
542;-0.002704;0.009015;0.007611
543;-0.000904;0.009442;0.004400
544;0.001245;0.009257;0.003934
545;0.006073;0.003515;0.003007
546;0.004168;-0.000383;0.000455
547;0.000348;-0.004159;0.001500
548;-0.004241;-0.003918;0.002362
549;-0.006838;-0.001475;0.005352
550;-0.005359;0.002966;0.004400
551;0.000394;0.006296;0.005828
552;0.004532;0.008840;0.005301
553;0.004831;0.007705;0.004826
554;0.003318;0.005826;0.004562
555;-0.000713;0.000278;0.003212
556;-0.002077;-0.001578;0.002751
557;-0.002599;-0.001539;0.003954
558;-0.003067;0.001710;0.005938
559;0.000473;0.012465;0.018217
560;0.007582;0.024809;0.034751
561;0.025604;0.042126;0.063784
562;0.036602;0.046795;0.074307
563;0.037451;0.032160;0.059997
564;0.014701;-0.001879;0.020294
565;-0.042059;-0.067965;-0.063654
566;-0.075139;-0.106036;-0.123038
567;-0.086304;-0.111633;-0.155756
568;-0.073089;-0.072075;-0.126702
569;-0.032529;0.001884;-0.060428
570;0.002757;0.055943;-0.010678
571;0.049907;0.094574;0.046787
572;0.080989;0.093689;0.075705
573;0.076987;0.060544;0.084580
574;0.050426;0.024054;0.076607
575;0.008711;-0.020601;0.054705
576;-0.019421;-0.042219;0.034941
577;-0.035796;-0.045425;0.015450
578;-0.037486;-0.031816;0.008248
579;-0.034530;-0.001691;0.008063
580;-0.024238;0.024009;0.010680
581;-0.012747;0.038132;0.007084
582;0.008215;0.036061;-0.004079
583;0.029544;0.017056;-0.007131
584;0.030028;-0.001525;-0.013032
585;0.014495;-0.022823;-0.023007
586;-0.003382;-0.033502;-0.024676
587;-0.010035;-0.022829;-0.015605
588;-0.003281;-0.007509;-0.002687
589;-0.005129;0.013592;0.012934
590;-0.013767;0.025427;0.016725
591;-0.019064;0.029213;0.019732
592;-0.007840;0.023681;0.024946
593;0.007407;0.010802;0.020747
594;0.018212;-0.012850;0.001242
595;0.009285;-0.025718;-0.010385
596;-0.000578;-0.019928;-0.010844
597;-0.008702;-0.001943;0.003936
598;-0.009059;0.010418;0.011841
599;-0.006857;0.019085;0.008005
600;-0.005684;0.017138;0.002989
601;0.000440;0.012616;0.006537
602;0.001997;0.005929;0.005320
603;0.004237;-0.006204;-0.000895
604;0.005625;-0.012854;-0.001706
605;0.003937;-0.012410;0.002681
606;-0.002338;-0.006305;0.004104
607;-0.010189;0.005246;0.006436
608;-0.010395;0.011628;0.007520
609;-0.002711;0.016152;0.007024
610;0.007599;0.013469;0.006465
611;0.010301;0.004040;0.001679
612;0.003453;-0.003875;-0.001167
613;-0.004539;-0.008112;-0.002026
614;-0.005558;-0.007541;0.001988
615;-0.001961;-0.003276;0.006832
616;-0.002002;0.002721;0.007521
617;-0.003310;0.009439;0.009191
618;0.000344;0.011434;0.006356
619;0.004476;0.013631;0.010113
620;0.008578;0.015821;0.018956
621;0.019906;0.029920;0.043762
622;0.030933;0.046354;0.075842
623;0.030441;0.042702;0.077112
624;0.016646;0.010328;0.039196
625;-0.018901;-0.054307;-0.042554
626;-0.055164;-0.100704;-0.107778
627;-0.077015;-0.112408;-0.143046
628;-0.078381;-0.076670;-0.134223
629;-0.050832;-0.009912;-0.078896
630;-0.012758;0.035908;-0.029738
631;0.044790;0.082004;0.033251
632;0.068930;0.091871;0.063894
633;0.073812;0.068871;0.083197
634;0.049824;0.034198;0.073362
635;0.021362;-0.010080;0.054800
636;-0.003785;-0.033230;0.041050
637;-0.031929;-0.040924;0.021687
638;-0.036307;-0.035213;0.011466
639;-0.036726;-0.009896;0.007617
640;-0.029345;0.018956;0.010011
641;-0.008808;0.037063;0.006528
642;0.006280;0.035198;-0.000417
643;0.021084;0.020696;-0.004737
644;0.026160;0.003704;-0.010310
645;0.016963;-0.016739;-0.017184
646;0.001981;-0.029852;-0.026415
647;-0.006861;-0.027874;-0.021298
648;-0.005245;-0.009091;-0.005988
649;-0.005712;0.011488;0.009944
650;-0.011668;0.021702;0.014983
651;-0.015990;0.027501;0.020592
652;-0.008041;0.024595;0.022697
653;0.009426;0.008394;0.017851
654;0.016594;-0.008846;0.004580
655;0.007945;-0.024406;-0.009740
656;-0.001384;-0.018019;-0.009186
657;-0.006310;-0.003029;0.001837
658;-0.005878;0.009754;0.009556
659;-0.007777;0.017115;0.008179
660;-0.007613;0.018064;0.004242
661;-0.001126;0.013545;0.003304
662;0.003372;0.009142;0.002746
663;0.006923;0.000444;0.004395
664;0.005389;-0.009882;0.001588
665;0.001623;-0.012814;0.000994
666;-0.003280;-0.007148;0.003422
667;-0.008060;0.003239;0.005530
668;-0.010584;0.009400;0.008014
669;-0.003916;0.013881;0.005437
670;0.004360;0.013584;0.006571
671;0.008703;0.006208;0.003412
672;0.004021;-0.000416;-0.000933
673;-0.003520;-0.006067;-0.003188
674;-0.005282;-0.006363;0.002902
675;-0.001266;-0.001618;0.008129
676;-0.002584;0.003000;0.008356
677;-0.003515;0.007657;0.007021
678;-0.000164;0.010106;0.006263
679;0.005844;0.015679;0.013251
680;0.011418;0.030070;0.033392
681;0.035802;0.057672;0.083623
682;0.045256;0.060751;0.096852
683;0.026331;0.021219;0.052489
684;0.004022;-0.031771;-0.008390
685;-0.055159;-0.105050;-0.105540
