index;x;y;z
410;-1.030125;0.080817;-0.104850
411;-1.006970;0.049235;-0.106388
412;-1.055903;0.059322;-0.119555
413;-1.012441;0.055368;-0.163988
414;-1.009023;0.051030;-0.167886
415;-1.080095;0.033926;-0.164256
416;-0.726044;0.029971;-0.159469
417;-0.911096;0.059174;-0.142903
418;-0.975101;0.053158;-0.033237
419;-0.951538;0.034385;-0.141545
420;-0.883238;0.015443;-0.037731
421;-0.951084;-0.011886;-0.150072
422;-0.905903;0.017973;-0.053586
423;-0.825553;-0.017717;-0.088935
424;-0.760314;0.034251;0.002021
425;-0.942985;-0.043027;0.007187
426;-0.852567;-0.044697;0.024563
427;-0.931931;-0.024114;0.031092
428;-0.820131;-0.023749;0.106633
429;-0.853575;-0.092960;0.003322
430;-0.850761;-0.050389;0.025293
431;-0.887452;-0.082084;0.031492
432;-0.868734;-0.075276;0.026496
433;-0.842963;-0.095612;-0.034689
434;-0.867017;-0.078766;-0.013072
435;-0.838956;-0.095502;-0.042234
436;-0.911893;-0.093235;-0.039847
437;-0.870767;-0.078882;-0.021795
438;-0.824332;-0.117296;-0.052419
439;-0.838280;-0.099268;-0.051666
440;-0.828895;-0.103729;-0.006659
441;-0.817973;-0.110221;-0.034299
442;-0.883718;-0.113410;0.003299
443;-0.856532;-0.116623;-0.008108
444;-0.818757;-0.105941;0.001910
445;-0.913890;-0.127265;0.005557
446;-0.832802;-0.152047;0.017860
447;-0.813561;-0.182896;-0.017172
448;-0.936419;-0.182287;0.008053
449;-0.805674;-0.181862;0.117841
450;-0.821497;-0.238623;0.008853
451;-0.748309;-0.142131;0.040714
452;-0.829472;-0.192218;-0.019208
453;-0.850093;-0.082335;-0.016426
454;-0.872867;-0.130080;0.037281
455;-0.945056;-0.128804;-0.012954
456;-1.034080;-0.084321;-0.000950
457;-0.965931;-0.120263;0.045386
458;-1.014183;-0.119747;0.015717
459;-1.012763;-0.121031;0.014116
460;-1.009547;-0.106959;0.032037
461;-1.044590;-0.095244;0.035512
462;-0.898565;-0.045439;0.016196
463;-0.875368;-0.047079;0.069107
464;-1.113856;-0.016584;0.028534
465;-0.963830;-0.065096;0.043597
466;-1.060162;-0.017780;0.024701
467;-1.113771;-0.070310;-0.026729
468;-0.994368;0.024378;0.052404
469;-1.071527;0.024430;0.057925
470;-1.107311;-0.027457;-0.096474
471;-1.121114;0.004556;-0.041784
472;-1.018980;-0.001759;-0.070362
473;-1.157640;-0.026539;-0.070869
474;-1.125257;-0.060153;-0.074615
475;-1.175621;0.023745;-0.017299
476;-1.090547;-0.017053;-0.116952
477;-1.195855;-0.016033;-0.054839
478;-1.328480;-0.058932;-0.168365
479;-0.887376;0.043062;0.026514
480;-1.086583;0.024192;-0.048964
481;-0.939367;0.047395;-0.015055
482;-0.899707;-0.040146;0.010638
483;-0.892041;0.172210;-0.039081
484;-1.110555;-0.028280;0.022944
485;-0.979819;0.167686;-0.116593
486;-0.979160;0.053127;-0.052348
487;-1.210442;0.059483;-0.058532
488;-1.116969;0.093928;-0.196205
489;-1.162375;0.096965;-0.109812
490;-1.280352;0.057904;-0.142892
491;-1.264764;0.102487;-0.054037
492;-1.014733;0.095914;-0.115117
493;-1.273942;0.145844;-0.092438
494;-1.108936;0.109368;-0.111773
495;-1.172590;0.144186;-0.083693
